Date,Adj Close
2016/1/1,94.05127
2016/2/1,93.423241
2016/3/1,105.879097
2016/4/1,91.064392
2016/5/1,97.009705
2016/6/1,93.436729
2016/7/1,101.851898
2016/8/1,103.699127
2016/9/1,111.090431
2016/10/1,111.57193
2016/11/1,108.604279
2016/12/1,114.396751
