Date,Open,High,Low,Close,Adj Close,Volume
2012-08-01,null,null,null,null,null,null
2012-09-01,72.550003,72.680000,69.959999,70.769997,60.927746,106262700
2012-10-01,70.699997,71.470001,68.230003,69.239998,60.056309,117614900
2012-11-01,69.250000,70.639999,67.720001,70.209999,60.897648,100168400
2012-12-01,70.320000,70.889999,67.389999,68.430000,59.353745,98276000
2013-01-01,69.180000,73.459999,68.639999,72.849998,63.676971,120185200
2013-02-01,73.080002,76.330002,70.980003,75.769997,66.229286,122822500
2013-03-01,75.550003,79.269997,75.370003,79.110001,69.643280,108962100
2013-04-01,78.760002,84.320000,78.250000,82.470001,72.601204,123909700
2013-05-01,82.360001,84.779999,80.699997,80.769997,71.104645,92016900
2013-06-01,80.669998,83.190002,78.199997,81.790001,72.002579,112685400
2013-07-01,81.959999,87.059998,80.290001,83.540001,74.058495,111819000
2013-08-01,84.040001,85.430000,78.610001,79.730003,70.680923,93237000
2013-09-01,80.480003,82.940002,78.320000,79.500000,70.477028,92056100
2013-10-01,79.379997,85.500000,78.669998,84.089996,75.077789,109417600
2013-11-01,84.150002,86.730003,83.830002,84.459999,75.408119,79017100
2013-12-01,84.430000,84.519997,79.959999,82.940002,74.051041,99693900
2014-01-01,82.930000,83.989998,79.900002,80.360001,72.237167,102347400
2014-02-01,80.349998,81.849998,77.010002,80.070000,71.976479,143431700
2014-03-01,79.169998,83.800003,79.099998,83.500000,75.059761,118964900
2014-04-01,83.070000,87.000000,81.989998,85.889999,77.754448,116138500
2014-05-01,86.000000,88.480003,84.949997,88.330002,79.963333,76849900
2014-06-01,88.120003,90.239998,86.709999,89.339996,80.877655,82689300
2014-07-01,89.120003,93.089996,88.070000,88.099998,80.351707,91149100
2014-08-01,87.709999,93.510002,87.459999,92.489998,84.355598,90996100
2014-09-01,92.620003,94.209999,90.580002,93.089996,84.902832,86888800
2014-10-01,92.669998,96.739998,89.820000,96.169998,88.337608,126693700
2014-11-01,95.940002,100.699997,95.500000,100.099998,91.947540,75409800
2014-12-01,98.559998,100.570000,92.430000,94.559998,86.858727,94377400
2015-01-01,94.930000,99.000000,92.940002,93.779999,86.707985,111856800
2015-02-01,93.860001,100.760002,93.599998,98.980003,91.515854,101021500
2015-03-01,98.980003,99.300003,92.239998,95.620003,88.409248,111259900
2015-04-01,95.160004,97.639999,93.260002,95.120003,88.536285,95836600
2015-05-01,95.160004,98.440002,94.760002,96.430000,89.755615,77389100
2015-06-01,96.589996,96.589996,92.540001,93.339996,86.879486,91613500
2015-07-01,93.800003,97.489998,93.550003,96.349998,90.342377,107155600
2015-08-01,96.190002,100.610001,76.480003,93.599998,87.763840,126402100
2015-09-01,91.120003,94.400002,90.430000,94.300003,88.420204,103551500
2015-10-01,94.199997,103.440002,92.529999,102.190002,96.561508,111021700
2015-11-01,102.139999,102.580002,97.650002,100.160004,94.643326,76086900
2015-12-01,100.110001,101.699997,96.809998,99.919998,94.416527,92168800
2016-01-01,98.559998,99.849998,93.250000,99.300003,94.487968,112003300
2016-02-01,98.529999,100.699997,96.089996,97.820000,93.079681,96899800
2016-03-01,98.500000,103.449997,97.540001,102.480003,97.513870,104728800
2016-04-01,101.970001,105.769997,100.419998,102.959999,98.670631,100934200
2016-05-01,102.739998,106.940002,100.000000,101.169998,96.955200,92255700
2016-06-01,100.559998,106.000000,100.300003,105.940002,101.526482,97386900
2016-07-01,106.230003,110.940002,105.379997,108.919998,105.165062,91955900
2016-08-01,108.720001,109.360001,106.260002,106.750000,103.069878,67251900
2016-09-01,106.459999,109.709999,104.050003,108.769997,105.763062,90629200
2016-10-01,108.769997,108.830002,105.000000,107.199997,104.236465,87371000
2016-11-01,107.139999,108.930000,100.099998,100.099998,97.332748,106184200
2016-12-01,99.889999,106.529999,98.500000,104.629997,102.490143,85750400
2017-01-01,104.940002,105.629997,101.059998,103.779999,101.657532,83246300
2017-02-01,103.610001,110.599998,102.980003,110.379997,108.122551,81757500
2017-03-01,109.599998,112.760002,108.470001,111.860001,109.572289,93121500
2017-04-01,111.949997,114.610001,111.339996,113.279999,111.725426,68457700
2017-05-01,112.930000,118.120003,111.699997,116.870003,115.266159,72360700
2017-06-01,116.800003,118.239998,114.889999,115.489998,114.687431,74499100
2017-07-01,115.550003,118.059998,112.250000,116.610001,115.799652,70464600
2017-08-01,116.690002,119.389999,114.910004,115.730003,114.925766,66908700
2017-09-01,115.379997,117.290001,110.339996,111.430000,111.430000,79755600
2017-10-01,109.910004,113.629997,106.190002,110.599998,110.599998,78926700
2017-10-27,110.410004,110.847504,109.930000,110.599998,110.599998,3343218
