Date,Open,High,Low,Close,Adj Close,Volume
2012-10-08,101.589996,101.769997,101.059998,101.349998,83.305702,813100
2012-10-09,101.349998,101.769997,99.559998,99.639999,81.900146,1606500
2012-10-10,102.400002,104.430000,101.300003,101.559998,83.478294,5739800
2012-10-11,101.830002,102.000000,98.300003,98.320000,80.815147,4753200
2012-10-12,98.059998,98.480003,96.180000,97.550003,80.182243,7552500
2012-10-15,98.070000,98.129997,96.440002,96.510002,79.327400,4005200
2012-10-16,96.970001,97.519997,96.510002,97.000000,79.730164,3788300
2012-10-17,97.150002,97.360001,95.779999,96.779999,79.549347,4113700
2012-10-18,96.870003,97.360001,96.250000,96.330002,79.179451,2804300
2012-10-19,96.099998,96.230003,94.459999,94.779999,77.905426,3859900
2012-10-22,94.680000,95.320000,94.129997,95.000000,78.086250,3097700
2012-10-23,94.470001,95.809998,93.839996,95.180000,78.234200,3357400
2012-10-24,95.040001,96.250000,94.500000,95.620003,78.595863,4327600
2012-10-25,96.000000,96.629997,95.769997,96.620003,79.417816,2734800
2012-10-26,96.419998,97.519997,96.120003,96.940002,79.680847,2998900
2012-10-31,97.889999,98.779999,97.400002,98.430000,80.905563,3534300
2012-11-01,98.589996,98.800003,97.129997,97.129997,79.837006,2941200
2012-11-02,97.849998,98.120003,96.040001,96.120003,79.006866,2025500
2012-11-05,95.760002,97.800003,95.449997,97.730003,80.330200,2199500
2012-11-06,97.980003,99.599998,97.919998,98.790001,81.201485,2410300
2012-11-07,97.930000,98.120003,96.059998,97.300003,79.976768,2620100
2012-11-08,96.959999,97.440002,94.739998,94.739998,77.872528,2906000
2012-11-09,94.510002,96.199997,94.430000,95.459999,78.464348,2542800
2012-11-12,95.419998,96.160004,95.089996,95.980003,78.891769,1632800
2012-11-13,95.459999,96.629997,95.250000,95.690002,78.653404,2328400
2012-11-14,95.599998,95.970001,94.160004,94.470001,77.874405,3587500
2012-11-15,94.000000,95.879997,93.510002,95.699997,78.888313,2445500
2012-11-16,95.519997,96.230003,94.639999,95.690002,78.880089,3105400
2012-11-19,96.680000,96.830002,95.370003,96.570000,79.605492,2877500
2012-11-20,96.790001,97.120003,96.199997,97.120003,80.058861,1783200
2012-11-21,97.220001,97.400002,96.470001,96.739998,79.745621,1045500
2012-11-23,97.000000,97.930000,96.559998,97.919998,80.718330,671900
2012-11-26,97.360001,97.529999,95.830002,96.260002,79.349960,1531200
2012-11-27,96.300003,97.330002,95.769997,96.510002,79.556030,2428000
2012-11-28,100.440002,102.620003,100.000000,102.580002,84.559731,10407800
2012-11-29,103.080002,103.209999,101.559998,101.879997,83.982697,6360500
2012-11-30,102.480003,104.500000,101.660004,103.919998,85.664322,4951400
2012-12-03,104.820000,104.820000,103.900002,104.589996,86.216629,4268800
2012-12-04,104.550003,104.919998,104.019997,104.400002,86.059990,3850200
2012-12-05,104.559998,105.970001,104.300003,105.949997,87.337715,8470800
2012-12-06,98.440002,99.629997,98.080002,98.470001,86.914047,5057500
2012-12-07,98.879997,99.010002,98.169998,98.559998,86.993469,3093800
2012-12-10,98.900002,99.269997,98.550003,98.949997,87.337715,2317000
2012-12-11,99.000000,99.650002,98.070000,98.309998,86.772820,4021200
2012-12-12,99.019997,99.389999,97.250000,97.720001,86.252075,5390300
2012-12-13,98.050003,98.870003,97.339996,97.849998,86.366806,2715100
2012-12-14,97.000000,97.959999,96.849998,96.919998,85.545929,2160800
2012-12-17,97.010002,98.900002,97.000000,98.779999,87.187645,2847800
2012-12-18,98.900002,99.959999,98.639999,99.860001,88.140915,2900500
2012-12-19,99.489998,100.220001,98.639999,98.680000,87.099396,3153300
2012-12-20,99.220001,99.430000,98.139999,99.199997,87.558357,1964100
2012-12-21,98.430000,99.550003,97.639999,99.489998,87.814331,4167700
2012-12-24,99.120003,99.940002,98.779999,99.440002,87.770210,933700
2012-12-26,99.260002,99.699997,98.120003,98.680000,87.099396,1456300
2012-12-27,98.519997,98.720001,97.129997,97.919998,86.428581,2057400
2012-12-28,97.169998,97.889999,96.940002,96.970001,85.590073,1651300
2012-12-31,96.849998,98.930000,96.510002,98.730003,87.143532,2412700
2013-01-02,100.599998,101.449997,100.209999,101.449997,89.544312,3153800
2013-01-03,102.110001,103.019997,101.760002,102.489998,90.462280,3872400
2013-01-04,102.550003,102.910004,101.550003,102.160004,90.170990,1989000
2013-01-07,101.089996,101.730003,100.900002,101.370003,89.473709,1663900
2013-01-08,101.000000,101.790001,100.730003,101.180000,89.306000,2189900
2013-01-09,101.029999,101.500000,100.750000,101.230003,89.350121,1834400
2013-01-10,101.349998,101.500000,100.129997,100.739998,88.917641,2328500
2013-01-11,101.000000,101.489998,100.070000,100.279999,88.511620,2206300
2013-01-14,100.339996,101.900002,99.699997,100.370003,88.591057,2155100
2013-01-15,99.849998,101.519997,99.809998,101.150002,89.279526,1725200
2013-01-16,100.730003,101.610001,100.650002,101.529999,89.614922,1201700
2013-01-17,101.570000,101.750000,100.959999,100.959999,89.111816,2095400
2013-01-18,100.900002,101.449997,100.620003,101.199997,89.323631,2341600
2013-01-22,101.430000,102.169998,101.169998,102.150002,90.162186,2004500
2013-01-23,102.300003,102.750000,101.769997,102.120003,90.135681,1442800
2013-01-24,102.389999,103.529999,102.290001,102.889999,90.815315,1515400
2013-01-25,102.959999,103.129997,102.010002,102.360001,90.347519,1612800
2013-01-28,102.620003,102.750000,102.000000,102.489998,90.462280,1631700
2013-01-29,102.150002,103.529999,102.099998,103.360001,91.230171,2073100
2013-01-30,103.000000,103.110001,102.300003,102.529999,90.497551,1939800
2013-01-31,102.500000,103.150002,102.110001,102.339996,90.329865,1656300
2013-02-01,102.889999,104.349998,102.589996,104.150002,91.927452,2316000
2013-02-04,104.110001,104.110001,102.339996,102.480003,90.453453,1728600
2013-02-05,102.750000,103.970001,102.279999,103.309998,91.186035,1842400
2013-02-06,102.879997,103.190002,100.940002,101.699997,90.004555,3192000
2013-02-07,101.769997,102.309998,101.199997,101.849998,90.137306,3007300
2013-02-08,102.379997,102.959999,101.809998,102.790001,90.969208,1726400
2013-02-11,102.870003,102.940002,101.760002,101.989998,90.261208,1457400
2013-02-12,102.209999,102.230003,101.529999,101.760002,90.057655,1203200
2013-02-13,101.980003,102.370003,100.949997,101.629997,89.942612,1224400
2013-02-14,101.040001,102.059998,101.010002,102.019997,90.287750,2211200
2013-02-15,101.790001,103.129997,101.029999,102.169998,90.420517,4239800
2013-02-19,102.349998,102.400002,101.470001,101.900002,90.181564,1894200
2013-02-20,102.180000,102.629997,101.050003,101.080002,89.455872,1915100
