Date,Open,High,Low,Close,Adj Close,Volume
2012-08-01,null,null,null,null,null,null
2012-09-01,85.169998,87.730003,84.860001,86.330002,77.058853,14112200
2012-10-01,86.489998,87.809998,82.000000,85.639999,76.442970,11858900
2012-11-01,85.680000,88.459999,81.599998,88.459999,78.960136,12991200
2012-12-01,88.180000,89.389999,84.570000,86.239998,77.441124,10051400
2013-01-01,86.480003,90.309998,86.480003,88.629997,79.587265,12228000
2013-02-01,89.190002,95.860001,88.379997,95.300003,85.576752,15972100
2013-03-01,95.250000,99.290001,94.680000,99.160004,89.555130,11209500
2013-04-01,99.320000,105.180000,97.580002,103.230003,93.230896,10232500
2013-05-01,102.940002,105.169998,100.949997,100.959999,91.180763,9945500
2013-06-01,101.230003,104.180000,96.750000,103.150002,93.624397,15559400
2013-07-01,103.419998,113.180000,101.440002,112.519997,102.129112,11265800
2013-08-01,113.389999,114.720001,104.500000,106.139999,96.338264,10491600
2013-09-01,106.470001,109.639999,104.370003,105.040001,95.827766,10312500
2013-10-01,105.099998,112.949997,103.800003,111.209999,101.456665,10194800
2013-11-01,111.089996,112.050003,99.470001,104.239998,95.097946,12212400
2013-12-01,104.500000,106.199997,100.180000,103.620003,95.045555,14724000
2014-01-01,103.639999,103.650002,96.300003,96.389999,88.413841,18829600
2014-02-01,96.389999,100.889999,87.099998,100.010002,91.734276,26579100
2014-03-01,99.089996,100.610001,95.379997,97.239998,89.747070,15361000
2014-04-01,97.279999,98.550003,94.120003,96.680000,89.230209,11835100
2014-05-01,96.800003,103.209999,95.889999,102.599998,94.694054,11405700
2014-06-01,102.690002,107.260002,102.120003,106.570000,98.929642,13679700
2014-07-01,106.809998,107.739998,99.540001,99.639999,92.496490,8489900
2014-08-01,99.489998,104.029999,98.620003,102.599998,95.244263,9718200
2014-09-01,102.610001,103.389999,97.690002,98.989998,92.469948,9548800
2014-10-01,99.000000,104.510002,95.599998,104.000000,97.149940,12363600
2014-11-01,103.779999,105.910004,98.190002,102.570000,95.814163,12608500
2014-12-01,102.169998,104.089996,97.330002,100.980003,94.908920,10858100
2015-01-01,101.139999,107.209999,97.279999,103.150002,96.948448,10431200
2015-02-01,103.230003,115.839996,101.879997,115.349998,108.414970,22144500
2015-03-01,115.349998,117.650002,109.269997,115.730003,109.390854,14733900
2015-04-01,115.650002,118.639999,113.930000,115.919998,109.570450,14102400
2015-05-01,116.199997,120.650002,115.239998,118.550003,112.056396,9596800
2015-06-01,118.680000,118.930000,108.260002,108.410004,103.038055,21715200
2015-07-01,108.820000,112.080002,104.809998,111.690002,106.155525,18770000
2015-08-01,111.430000,118.500000,104.300003,116.290001,110.527580,23217500
2015-09-01,116.639999,118.089996,112.010002,114.089996,109.107880,26070700
2015-10-01,114.110001,120.440002,106.870003,117.389999,112.263771,23489300
2015-11-01,117.300003,124.769997,111.010002,121.190002,115.897827,21627000
2015-12-01,121.779999,125.330002,118.970001,123.339996,118.645714,17834400
2016-01-01,121.599998,128.429993,117.360001,128.320007,123.436195,18969100
2016-02-01,127.889999,130.000000,121.790001,127.570000,122.714745,21559900
2016-03-01,128.419998,130.610001,125.459999,129.839996,125.558907,17597400
2016-04-01,129.119995,132.639999,124.269997,126.980003,122.793213,18928800
2016-05-01,127.239998,131.789993,125.669998,129.149994,124.891655,12870300
2016-06-01,129.020004,152.600006,128.460007,152.410004,148.140839,27731300
2016-07-01,152.740005,154.970001,150.250000,154.160004,149.841843,18210500
2016-08-01,154.160004,157.309998,138.470001,141.789993,137.818314,28971500
2016-09-01,141.229996,142.240005,133.000000,135.539993,132.388596,19136400
2016-10-01,135.000000,135.919998,128.750000,131.309998,128.256958,14705700
2016-11-01,131.330002,133.860001,122.050003,125.949997,123.021576,19074800
2016-12-01,125.330002,131.279999,124.199997,128.059998,125.800171,13114800
2017-01-01,128.509995,136.130005,127.000000,135.850006,133.452713,20500600
2017-02-01,134.990005,143.679993,130.009995,141.729996,139.228928,28513500
2017-03-01,141.279999,142.039993,131.050003,131.080002,129.462128,29974500
2017-04-01,131.149994,131.500000,125.769997,126.720001,125.155930,17372000
2017-05-01,127.000000,128.929993,124.059998,127.849998,126.271980,16026900
2017-06-01,128.110001,134.119995,117.470001,118.330002,117.572159,21115900
2017-07-01,118.800003,122.800003,114.309998,121.900002,121.119301,19100200
2017-08-01,122.169998,123.830002,103.500000,104.760002,104.089073,28632100
2017-09-01,105.000000,111.139999,104.070000,104.930000,104.930000,24623900
2017-10-01,104.970001,106.510002,102.309998,103.930000,103.930000,19630000
2017-10-27,104.089996,104.089996,102.599998,103.709999,103.709999,919984
